Time	SpeedSignalFreq	Speed
2020-10-21T10:38:06.498275+09:00	61	150.15
2020-10-21T10:38:06.498300+09:00	61	150.15
2020-10-21T10:38:06.498325+09:00	61	150.15
2020-10-21T10:38:06.498350+09:00	61	150.15
2020-10-21T10:38:06.498375+09:00	61	150.15
2020-10-21T10:38:06.498400+09:00	61	150.15
2020-10-21T10:38:06.498425+09:00	61	150.15
2020-10-21T10:38:06.498450+09:00	61	150.15
2020-10-21T10:38:06.498475+09:00	61	150.15
2020-10-21T10:38:06.498500+09:00	61	150.15
2020-10-21T10:38:06.498525+09:00	61	150.15
2020-10-21T10:38:06.498550+09:00	61	150.15
2020-10-21T10:38:06.498575+09:00	61	150.15
2020-10-21T10:38:06.498600+09:00	61	150.15
2020-10-21T10:38:06.498625+09:00	61	150.15
2020-10-21T10:38:06.498650+09:00	61	150.15
2020-10-21T10:38:06.498675+09:00	61	150.15
2020-10-21T10:38:06.498700+09:00	61	150.15
2020-10-21T10:38:06.498725+09:00	61	150.15
2020-10-21T10:38:06.498750+09:00	61	150.15
2020-10-21T10:38:06.498775+09:00	61	150.15
2020-10-21T10:38:06.498800+09:00	61	150.15
2020-10-21T10:38:06.498825+09:00	61	150.15
2020-10-21T10:38:06.498850+09:00	61	150.15
2020-10-21T10:38:06.498875+09:00	61	150.15
2020-10-21T10:38:06.498900+09:00	61	150.15
2020-10-21T10:38:06.498925+09:00	61	150.15
2020-10-21T10:38:06.498950+09:00	61	150.15
2020-10-21T10:38:06.498975+09:00	61	150.15
2020-10-21T10:38:06.499000+09:00	61	150.15
2020-10-21T10:38:06.499025+09:00	61	150.15
2020-10-21T10:38:06.499050+09:00	61	150.15
2020-10-21T10:38:06.499075+09:00	61	150.15
2020-10-21T10:38:06.499100+09:00	61	150.15
2020-10-21T10:38:06.499125+09:00	61	150.15
2020-10-21T10:38:06.499150+09:00	61	150.15
2020-10-21T10:38:06.499175+09:00	61	150.15
2020-10-21T10:38:06.499200+09:00	61	150.15
2020-10-21T10:38:06.499225+09:00	61	150.15
2020-10-21T10:38:06.499250+09:00	61	150.15
2020-10-21T10:38:06.499275+09:00	61	150.15
2020-10-21T10:38:06.499300+09:00	61	150.15
2020-10-21T10:38:06.499325+09:00	61	150.15
2020-10-21T10:38:06.499350+09:00	61	150.15
2020-10-21T10:38:06.499375+09:00	61	150.15
2020-10-21T10:38:06.499400+09:00	61	150.15
2020-10-21T10:38:06.499425+09:00	61	150.15
2020-10-21T10:38:06.499450+09:00	61	150.15
2020-10-21T10:38:06.499475+09:00	61	150.15
2020-10-21T10:38:06.499500+09:00	61	150.15
2020-10-21T10:38:06.499525+09:00	61	150.15
2020-10-21T10:38:06.499550+09:00	61	150.15
2020-10-21T10:38:06.499575+09:00	61	150.15
2020-10-21T10:38:06.499600+09:00	61	150.15
2020-10-21T10:38:06.499625+09:00	61	150.15
2020-10-21T10:38:06.499650+09:00	61	150.15
2020-10-21T10:38:06.499675+09:00	61	150.15
2020-10-21T10:38:06.499700+09:00	61	150.15
2020-10-21T10:38:06.499725+09:00	61	150.15
2020-10-21T10:38:06.499750+09:00	61	150.15
2020-10-21T10:38:06.499775+09:00	61	150.15
2020-10-21T10:38:06.499800+09:00	61	150.15
2020-10-21T10:38:06.499825+09:00	61	150.15
2020-10-21T10:38:06.499850+09:00	61	150.15
2020-10-21T10:38:06.499875+09:00	61	150.15
2020-10-21T10:38:06.499900+09:00	61	150.15
2020-10-21T10:38:06.499925+09:00	61	150.15
2020-10-21T10:38:06.499950+09:00	61	150.15
2020-10-21T10:38:06.499975+09:00	61	150.15
2020-10-21T10:38:06.520000+09:00	2	149.96
2020-10-21T10:38:06.520025+09:00	2	149.96
2020-10-21T10:38:06.520050+09:00	2	149.96
2020-10-21T10:38:06.520075+09:00	2	149.96
2020-10-21T10:38:06.520100+09:00	2	149.96
2020-10-21T10:38:06.520125+09:00	2	149.96
2020-10-21T10:38:06.520150+09:00	2	149.96
2020-10-21T10:38:06.520175+09:00	2	149.96
2020-10-21T10:38:06.520200+09:00	2	149.96
2020-10-21T10:38:06.520225+09:00	2	149.96
2020-10-21T10:38:06.520250+09:00	2	149.96
2020-10-21T10:38:06.520275+09:00	2	149.96
2020-10-21T10:38:06.520300+09:00	2	149.96
2020-10-21T10:38:06.520325+09:00	2	149.96
2020-10-21T10:38:06.520350+09:00	2	149.96
2020-10-21T10:38:06.520375+09:00	2	149.96
2020-10-21T10:38:06.520400+09:00	2	149.96
2020-10-21T10:38:06.520425+09:00	2	149.96
2020-10-21T10:38:06.520450+09:00	2	149.96
2020-10-21T10:38:06.520475+09:00	2	149.96
2020-10-21T10:38:06.520500+09:00	2	149.96
2020-10-21T10:38:06.520525+09:00	2	149.96
2020-10-21T10:38:06.520550+09:00	2	149.96
2020-10-21T10:38:06.520575+09:00	2	149.96
2020-10-21T10:38:06.520600+09:00	2	149.96
2020-10-21T10:38:06.520625+09:00	2	149.96
2020-10-21T10:38:06.520650+09:00	2	149.96
2020-10-21T10:38:06.520675+09:00	2	149.96
2020-10-21T10:38:06.520700+09:00	2	149.96
2020-10-21T10:38:06.520725+09:00	2	149.96
2020-10-21T10:38:06.520750+09:00	2	149.96
2020-10-21T10:38:06.520775+09:00	2	149.96
2020-10-21T10:38:06.520800+09:00	2	149.96
2020-10-21T10:38:06.520825+09:00	2	149.96
2020-10-21T10:38:06.520850+09:00	2	149.96
2020-10-21T10:38:06.520875+09:00	2	149.96
2020-10-21T10:38:06.520900+09:00	2	149.96
2020-10-21T10:38:06.520925+09:00	2	149.96
2020-10-21T10:38:06.520950+09:00	2	149.96
2020-10-21T10:38:06.520975+09:00	2	149.96
2020-10-21T10:38:06.521000+09:00	2	149.96
2020-10-21T10:38:06.521025+09:00	2	149.96
2020-10-21T10:38:06.521050+09:00	2	149.96
2020-10-21T10:38:06.521075+09:00	2	149.96
2020-10-21T10:38:06.521100+09:00	2	149.96
2020-10-21T10:38:06.521125+09:00	2	149.96
2020-10-21T10:38:06.521150+09:00	2	149.96
2020-10-21T10:38:06.521175+09:00	2	149.96
2020-10-21T10:38:06.521200+09:00	2	149.96
2020-10-21T10:38:06.521225+09:00	2	149.96
2020-10-21T10:38:06.521250+09:00	2	149.96
2020-10-21T10:38:06.521275+09:00	2	149.96
2020-10-21T10:38:06.521300+09:00	2	149.96
2020-10-21T10:38:06.521325+09:00	2	149.96
2020-10-21T10:38:06.521350+09:00	2	149.96
2020-10-21T10:38:06.521375+09:00	2	149.96
2020-10-21T10:38:06.521400+09:00	2	149.96
2020-10-21T10:38:06.521425+09:00	2	149.96
2020-10-21T10:38:06.521450+09:00	2	149.96
2020-10-21T10:38:06.521475+09:00	2	149.96
2020-10-21T10:38:06.521500+09:00	2	149.96
2020-10-21T10:38:06.521525+09:00	2	149.96
2020-10-21T10:38:06.521550+09:00	2	149.96
2020-10-21T10:38:06.521575+09:00	2	149.96
2020-10-21T10:38:06.521600+09:00	2	149.96
2020-10-21T10:38:06.521625+09:00	2	149.96
2020-10-21T10:38:06.521650+09:00	2	149.96
2020-10-21T10:38:06.521675+09:00	2	149.96
2020-10-21T10:38:06.521700+09:00	2	149.96
2020-10-21T10:38:06.521725+09:00	2	149.96
2020-10-21T10:38:06.521750+09:00	2	149.96
2020-10-21T10:38:06.521775+09:00	2	149.96
2020-10-21T10:38:06.521800+09:00	2	149.96
2020-10-21T10:38:06.521825+09:00	2	149.96
2020-10-21T10:38:06.521850+09:00	2	149.96
2020-10-21T10:38:06.521875+09:00	2	149.96
2020-10-21T10:38:06.521900+09:00	2	149.96
2020-10-21T10:38:06.521925+09:00	2	149.96
2020-10-21T10:38:06.521950+09:00	2	149.96
2020-10-21T10:38:06.521975+09:00	2	149.96
2020-10-21T10:38:06.522000+09:00	2	149.96
2020-10-21T10:38:06.522025+09:00	2	149.96
2020-10-21T10:38:06.522050+09:00	2	149.96
2020-10-21T10:38:06.522075+09:00	2	149.96
2020-10-21T10:38:06.522100+09:00	2	149.96
2020-10-21T10:38:06.522125+09:00	2	149.96
2020-10-21T10:38:06.522150+09:00	2	149.96
2020-10-21T10:38:06.522175+09:00	2	149.96
2020-10-21T10:38:06.522200+09:00	2	149.96
2020-10-21T10:38:06.522225+09:00	2	149.96
2020-10-21T10:38:06.522250+09:00	2	149.96
2020-10-21T10:38:06.522275+09:00	2	149.96
2020-10-21T10:38:06.522300+09:00	2	149.96
2020-10-21T10:38:06.522325+09:00	2	149.96
2020-10-21T10:38:06.522350+09:00	2	149.96
2020-10-21T10:38:06.522375+09:00	2	149.96
2020-10-21T10:38:06.522400+09:00	2	149.96
2020-10-21T10:38:06.522425+09:00	2	149.96
2020-10-21T10:38:06.522450+09:00	2	149.96
2020-10-21T10:38:06.522475+09:00	2	149.96
2020-10-21T10:38:06.522500+09:00	2	149.96
2020-10-21T10:38:06.522525+09:00	2	149.96
2020-10-21T10:38:06.522550+09:00	2	149.96
2020-10-21T10:38:06.522575+09:00	2	149.96
2020-10-21T10:38:06.522600+09:00	2	149.96
2020-10-21T10:38:06.522625+09:00	2	149.96
2020-10-21T10:38:06.522650+09:00	2	149.96
2020-10-21T10:38:06.522675+09:00	2	149.96
2020-10-21T10:38:06.522700+09:00	2	149.96
2020-10-21T10:38:06.522725+09:00	2	149.96
2020-10-21T10:38:06.522750+09:00	2	149.96
2020-10-21T10:38:06.522775+09:00	2	149.96
2020-10-21T10:38:06.522800+09:00	2	149.96
2020-10-21T10:38:06.522825+09:00	2	149.96
2020-10-21T10:38:06.522850+09:00	2	149.96
2020-10-21T10:38:06.522875+09:00	2	149.96
2020-10-21T10:38:06.522900+09:00	2	149.96
2020-10-21T10:38:06.522925+09:00	2	149.96
2020-10-21T10:38:06.522950+09:00	2	149.96
2020-10-21T10:38:06.522975+09:00	2	149.96
2020-10-21T10:38:06.523000+09:00	2	149.96
2020-10-21T10:38:06.523025+09:00	2	149.96
2020-10-21T10:38:06.523050+09:00	2	149.96
2020-10-21T10:38:06.523075+09:00	2	149.96
2020-10-21T10:38:06.523100+09:00	2	149.96
2020-10-21T10:38:06.523125+09:00	2	149.96
2020-10-21T10:38:06.523150+09:00	2	149.96
2020-10-21T10:38:06.523175+09:00	2	149.96
2020-10-21T10:38:06.523200+09:00	2	149.96
2020-10-21T10:38:06.523225+09:00	2	149.96
2020-10-21T10:38:06.523250+09:00	2	149.96
2020-10-21T10:38:06.523275+09:00	2	149.96
2020-10-21T10:38:06.523300+09:00	2	149.96
2020-10-21T10:38:06.523325+09:00	2	149.96
2020-10-21T10:38:06.523350+09:00	2	149.96
2020-10-21T10:38:06.523375+09:00	2	149.96
2020-10-21T10:38:06.523400+09:00	2	149.96
2020-10-21T10:38:06.523425+09:00	2	149.96
2020-10-21T10:38:06.523450+09:00	2	149.96
2020-10-21T10:38:06.523475+09:00	2	149.96
2020-10-21T10:38:06.523500+09:00	2	149.96
2020-10-21T10:38:06.523525+09:00	2	149.96
2020-10-21T10:38:06.523550+09:00	2	149.96
2020-10-21T10:38:06.523575+09:00	2	149.96
2020-10-21T10:38:06.523600+09:00	2	149.96
2020-10-21T10:38:06.523625+09:00	2	149.96
2020-10-21T10:38:06.523650+09:00	2	149.96
2020-10-21T10:38:06.523675+09:00	2	149.96
2020-10-21T10:38:06.523700+09:00	2	149.96
2020-10-21T10:38:06.523725+09:00	2	149.96
2020-10-21T10:38:06.523750+09:00	2	149.96
2020-10-21T10:38:06.523775+09:00	2	149.96
2020-10-21T10:38:06.523800+09:00	2	149.96
2020-10-21T10:38:06.523825+09:00	2	149.96
2020-10-21T10:38:06.523850+09:00	2	149.96
2020-10-21T10:38:06.523875+09:00	2	149.96
2020-10-21T10:38:06.523900+09:00	2	149.96
2020-10-21T10:38:06.523925+09:00	2	149.96
2020-10-21T10:38:06.523950+09:00	2	149.96
2020-10-21T10:38:06.523975+09:00	2	149.96
2020-10-21T10:38:06.524000+09:00	2	149.96
2020-10-21T10:38:06.524025+09:00	2	149.96
2020-10-21T10:38:06.524050+09:00	2	149.96
2020-10-21T10:38:06.524075+09:00	2	149.96
2020-10-21T10:38:06.524100+09:00	2	149.96
2020-10-21T10:38:06.524125+09:00	2	149.96
2020-10-21T10:38:06.524150+09:00	2	149.96
2020-10-21T10:38:06.524175+09:00	2	149.96
2020-10-21T10:38:06.524200+09:00	2	149.96
2020-10-21T10:38:06.524225+09:00	2	149.96
2020-10-21T10:38:06.524250+09:00	2	149.96
2020-10-21T10:38:06.524275+09:00	2	149.96
2020-10-21T10:38:06.524300+09:00	2	149.96
2020-10-21T10:38:06.524325+09:00	2	149.96
2020-10-21T10:38:06.524350+09:00	2	149.96
2020-10-21T10:38:06.524375+09:00	2	149.96
2020-10-21T10:38:06.524400+09:00	2	149.96
2020-10-21T10:38:06.524425+09:00	2	149.96
2020-10-21T10:38:06.524450+09:00	2	149.96
2020-10-21T10:38:06.524475+09:00	2	149.96
2020-10-21T10:38:06.524500+09:00	2	149.96
2020-10-21T10:38:06.524525+09:00	2	149.96
2020-10-21T10:38:06.524550+09:00	2	149.96
2020-10-21T10:38:06.524575+09:00	2	149.96
2020-10-21T10:38:06.524600+09:00	2	149.96
2020-10-21T10:38:06.524625+09:00	2	149.96
2020-10-21T10:38:06.524650+09:00	2	149.96
2020-10-21T10:38:06.524675+09:00	2	149.96
2020-10-21T10:38:06.524700+09:00	2	149.96
2020-10-21T10:38:06.524725+09:00	2	149.96
2020-10-21T10:38:06.524750+09:00	2	149.96
2020-10-21T10:38:06.524775+09:00	2	149.96
2020-10-21T10:38:06.524800+09:00	2	149.96
2020-10-21T10:38:06.524825+09:00	2	149.96
2020-10-21T10:38:06.524850+09:00	2	149.96
2020-10-21T10:38:06.524875+09:00	2	149.96
2020-10-21T10:38:06.524900+09:00	2	149.96
2020-10-21T10:38:06.524925+09:00	2	149.96
2020-10-21T10:38:06.524950+09:00	2	149.96
2020-10-21T10:38:06.524975+09:00	2	149.96
2020-10-21T10:38:06.525000+09:00	2	149.96
2020-10-21T10:38:06.525025+09:00	2	149.96
2020-10-21T10:38:06.525050+09:00	2	149.96
2020-10-21T10:38:06.525075+09:00	2	149.96
2020-10-21T10:38:06.525100+09:00	2	149.96
2020-10-21T10:38:06.525125+09:00	2	149.96
2020-10-21T10:38:06.525150+09:00	2	149.96
2020-10-21T10:38:06.525175+09:00	2	149.96
2020-10-21T10:38:06.525200+09:00	2	149.96
2020-10-21T10:38:06.525225+09:00	2	149.96
2020-10-21T10:38:06.525250+09:00	2	149.96
2020-10-21T10:38:06.525275+09:00	2	149.96
2020-10-21T10:38:06.525300+09:00	2	149.96
2020-10-21T10:38:06.525325+09:00	2	149.96
2020-10-21T10:38:06.525350+09:00	2	149.96
2020-10-21T10:38:06.525375+09:00	2	149.96
2020-10-21T10:38:06.525400+09:00	2	149.96
2020-10-21T10:38:06.525425+09:00	2	149.96
2020-10-21T10:38:06.525450+09:00	2	149.96
2020-10-21T10:38:06.525475+09:00	2	149.96
2020-10-21T10:38:06.525500+09:00	2	149.96
2020-10-21T10:38:06.525525+09:00	2	149.96
2020-10-21T10:38:06.525550+09:00	2	149.96
2020-10-21T10:38:06.525575+09:00	2	149.96
2020-10-21T10:38:06.525600+09:00	2	149.96
2020-10-21T10:38:06.525625+09:00	2	149.96
2020-10-21T10:38:06.525650+09:00	2	149.96
2020-10-21T10:38:06.525675+09:00	2	149.96
2020-10-21T10:38:06.525700+09:00	2	149.96
2020-10-21T10:38:06.525725+09:00	2	149.96
2020-10-21T10:38:06.525750+09:00	2	149.96
2020-10-21T10:38:06.525775+09:00	2	149.96
2020-10-21T10:38:06.525800+09:00	2	149.96
2020-10-21T10:38:06.525825+09:00	2	149.96
2020-10-21T10:38:06.525850+09:00	2	149.96
2020-10-21T10:38:06.525875+09:00	2	149.96
2020-10-21T10:38:06.525900+09:00	2	149.96
2020-10-21T10:38:06.525925+09:00	2	149.96
2020-10-21T10:38:06.525950+09:00	2	149.96
2020-10-21T10:38:06.525975+09:00	2	149.96
2020-10-21T10:38:06.526000+09:00	2	149.96
2020-10-21T10:38:06.526025+09:00	2	149.96
2020-10-21T10:38:06.526050+09:00	2	149.96
2020-10-21T10:38:06.526075+09:00	2	149.96
2020-10-21T10:38:06.526100+09:00	2	149.96
2020-10-21T10:38:06.526125+09:00	2	149.96
2020-10-21T10:38:06.526150+09:00	2	149.96
2020-10-21T10:38:06.526175+09:00	2	149.96
2020-10-21T10:38:06.526200+09:00	2	149.96
2020-10-21T10:38:06.526225+09:00	2	149.96
2020-10-21T10:38:06.526250+09:00	2	149.96
2020-10-21T10:38:06.526275+09:00	2	149.96
2020-10-21T10:38:06.526300+09:00	2	149.96
2020-10-21T10:38:06.526325+09:00	2	149.96
2020-10-21T10:38:06.526350+09:00	2	149.96
2020-10-21T10:38:06.526375+09:00	2	149.96
2020-10-21T10:38:06.526400+09:00	2	149.96
2020-10-21T10:38:06.526425+09:00	2	149.96
2020-10-21T10:38:06.526450+09:00	2	149.96
2020-10-21T10:38:06.526475+09:00	2	149.96
2020-10-21T10:38:06.526500+09:00	2	149.96
2020-10-21T10:38:06.526525+09:00	2	149.96
2020-10-21T10:38:06.526550+09:00	2	149.96
2020-10-21T10:38:06.526575+09:00	2	149.96
2020-10-21T10:38:06.526600+09:00	2	149.96
2020-10-21T10:38:06.526625+09:00	2	149.96
2020-10-21T10:38:06.526650+09:00	2	149.96
2020-10-21T10:38:06.526675+09:00	2	149.96
2020-10-21T10:38:06.526700+09:00	2	149.96
2020-10-21T10:38:06.526725+09:00	2	149.96
2020-10-21T10:38:06.526750+09:00	2	149.96
2020-10-21T10:38:06.526775+09:00	2	149.96
2020-10-21T10:38:06.526800+09:00	2	149.96
2020-10-21T10:38:06.526825+09:00	2	149.96
2020-10-21T10:38:06.526850+09:00	2	149.96
2020-10-21T10:38:06.526875+09:00	2	149.96
2020-10-21T10:38:06.526900+09:00	2	149.96
2020-10-21T10:38:06.526925+09:00	2	149.96
2020-10-21T10:38:06.526950+09:00	2	149.96
2020-10-21T10:38:06.526975+09:00	2	149.96
2020-10-21T10:38:06.527000+09:00	2	149.96
2020-10-21T10:38:06.527025+09:00	2	149.96
2020-10-21T10:38:06.527050+09:00	2	149.96
2020-10-21T10:38:06.527075+09:00	2	149.96
2020-10-21T10:38:06.527100+09:00	2	149.96
2020-10-21T10:38:06.527125+09:00	2	149.96
2020-10-21T10:38:06.527150+09:00	2	149.96
2020-10-21T10:38:06.527175+09:00	2	149.96
2020-10-21T10:38:06.527200+09:00	2	149.96
2020-10-21T10:38:06.527225+09:00	2	149.96
2020-10-21T10:38:06.527250+09:00	2	149.96
2020-10-21T10:38:06.527275+09:00	2	149.96
2020-10-21T10:38:06.527300+09:00	2	149.96
2020-10-21T10:38:06.527325+09:00	2	149.96
2020-10-21T10:38:06.527350+09:00	2	149.96
2020-10-21T10:38:06.527375+09:00	2	149.96
2020-10-21T10:38:06.527400+09:00	2	149.96
2020-10-21T10:38:06.527425+09:00	2	149.96
2020-10-21T10:38:06.527450+09:00	2	149.96
2020-10-21T10:38:06.527475+09:00	2	149.96
2020-10-21T10:38:06.527500+09:00	2	149.96
2020-10-21T10:38:06.527525+09:00	2	149.96
2020-10-21T10:38:06.527550+09:00	2	149.96
2020-10-21T10:38:06.527575+09:00	2	149.96
2020-10-21T10:38:06.527600+09:00	2	149.96
2020-10-21T10:38:06.527625+09:00	2	149.96
2020-10-21T10:38:06.527650+09:00	2	149.96
2020-10-21T10:38:06.527675+09:00	2	149.96
2020-10-21T10:38:06.527700+09:00	2	149.96
2020-10-21T10:38:06.527725+09:00	2	149.96
2020-10-21T10:38:06.527750+09:00	2	149.96
2020-10-21T10:38:06.527775+09:00	2	149.96
2020-10-21T10:38:06.527800+09:00	2	149.96
2020-10-21T10:38:06.527825+09:00	2	149.96
2020-10-21T10:38:06.527850+09:00	2	149.96
2020-10-21T10:38:06.527875+09:00	2	149.96
2020-10-21T10:38:06.527900+09:00	2	149.96
2020-10-21T10:38:06.527925+09:00	2	149.96
2020-10-21T10:38:06.527950+09:00	2	149.96
2020-10-21T10:38:06.527975+09:00	2	149.96
2020-10-21T10:38:06.528000+09:00	2	149.96
2020-10-21T10:38:06.528025+09:00	2	149.96
2020-10-21T10:38:06.528050+09:00	2	149.96
2020-10-21T10:38:06.528075+09:00	2	149.96
2020-10-21T10:38:06.528100+09:00	2	149.96
2020-10-21T10:38:06.528125+09:00	2	149.96
2020-10-21T10:38:06.528150+09:00	2	149.96
2020-10-21T10:38:06.528175+09:00	2	149.96
2020-10-21T10:38:06.528200+09:00	2	149.96
2020-10-21T10:38:06.528225+09:00	2	149.96
2020-10-21T10:38:06.528250+09:00	2	149.96
2020-10-21T10:38:06.528275+09:00	2	149.96
2020-10-21T10:38:06.528300+09:00	2	149.96
2020-10-21T10:38:06.528325+09:00	2	149.96
2020-10-21T10:38:06.528350+09:00	2	149.96
2020-10-21T10:38:06.528375+09:00	2	149.96
2020-10-21T10:38:06.528400+09:00	2	149.96
2020-10-21T10:38:06.528425+09:00	2	149.96
2020-10-21T10:38:06.528450+09:00	2	149.96
2020-10-21T10:38:06.528475+09:00	2	149.96
2020-10-21T10:38:06.528500+09:00	2	149.96
2020-10-21T10:38:06.528525+09:00	2	149.96
2020-10-21T10:38:06.528550+09:00	2	149.96
2020-10-21T10:38:06.528575+09:00	2	149.96
2020-10-21T10:38:06.528600+09:00	2	149.96
2020-10-21T10:38:06.528625+09:00	2	149.96
2020-10-21T10:38:06.528650+09:00	2	149.96
2020-10-21T10:38:06.528675+09:00	2	149.96
2020-10-21T10:38:06.528700+09:00	2	149.96
2020-10-21T10:38:06.528725+09:00	2	149.96
2020-10-21T10:38:06.528750+09:00	2	149.96
2020-10-21T10:38:06.528775+09:00	2	149.96
2020-10-21T10:38:06.528800+09:00	2	149.96
2020-10-21T10:38:06.528825+09:00	2	149.96
2020-10-21T10:38:06.528850+09:00	2	149.96
2020-10-21T10:38:06.528875+09:00	2	149.96
2020-10-21T10:38:06.528900+09:00	2	149.96
2020-10-21T10:38:06.528925+09:00	2	149.96
2020-10-21T10:38:06.528950+09:00	2	149.96
2020-10-21T10:38:06.528975+09:00	2	149.96
2020-10-21T10:38:06.529000+09:00	2	149.96
2020-10-21T10:38:06.529025+09:00	2	149.96
2020-10-21T10:38:06.529050+09:00	2	149.96
2020-10-21T10:38:06.529075+09:00	2	149.96
2020-10-21T10:38:06.529100+09:00	2	149.96
2020-10-21T10:38:06.529125+09:00	2	149.96
2020-10-21T10:38:06.529150+09:00	2	149.96
2020-10-21T10:38:06.529175+09:00	2	149.96
2020-10-21T10:38:06.529200+09:00	2	149.96
2020-10-21T10:38:06.529225+09:00	2	149.96
2020-10-21T10:38:06.529250+09:00	2	149.96
2020-10-21T10:38:06.529275+09:00	2	149.96
2020-10-21T10:38:06.529300+09:00	2	149.96
2020-10-21T10:38:06.529325+09:00	2	149.96
2020-10-21T10:38:06.529350+09:00	2	149.96
2020-10-21T10:38:06.529375+09:00	2	149.96
2020-10-21T10:38:06.529400+09:00	2	149.96
2020-10-21T10:38:06.529425+09:00	2	149.96
2020-10-21T10:38:06.529450+09:00	2	149.96
2020-10-21T10:38:06.529475+09:00	2	149.96
2020-10-21T10:38:06.529500+09:00	2	149.96
2020-10-21T10:38:06.529525+09:00	2	149.96
2020-10-21T10:38:06.529550+09:00	2	149.96
2020-10-21T10:38:06.529575+09:00	2	149.96
2020-10-21T10:38:06.529600+09:00	2	149.96
2020-10-21T10:38:06.529625+09:00	2	149.96
2020-10-21T10:38:06.529650+09:00	2	149.96
2020-10-21T10:38:06.529675+09:00	2	149.96
2020-10-21T10:38:06.529700+09:00	2	149.96
2020-10-21T10:38:06.529725+09:00	2	149.96
2020-10-21T10:38:06.529750+09:00	2	149.96
2020-10-21T10:38:06.529775+09:00	2	149.96
2020-10-21T10:38:06.529800+09:00	2	149.96
2020-10-21T10:38:06.529825+09:00	2	149.96
2020-10-21T10:38:06.529850+09:00	2	149.96
2020-10-21T10:38:06.529875+09:00	2	149.96
2020-10-21T10:38:06.529900+09:00	2	149.96
2020-10-21T10:38:06.529925+09:00	2	149.96
2020-10-21T10:38:06.529950+09:00	2	149.96
2020-10-21T10:38:06.529975+09:00	2	149.96
2020-10-21T10:38:06.540000+09:00	8	149.95
2020-10-21T10:38:06.540025+09:00	8	149.95
2020-10-21T10:38:06.540050+09:00	8	149.95
2020-10-21T10:38:06.540075+09:00	8	149.95
2020-10-21T10:38:06.540100+09:00	8	149.95
2020-10-21T10:38:06.540125+09:00	8	149.95
2020-10-21T10:38:06.540150+09:00	8	149.95
2020-10-21T10:38:06.540175+09:00	8	149.95
2020-10-21T10:38:06.540200+09:00	8	149.95
2020-10-21T10:38:06.540225+09:00	8	149.95
2020-10-21T10:38:06.540250+09:00	8	149.95
2020-10-21T10:38:06.540275+09:00	8	149.95
2020-10-21T10:38:06.540300+09:00	8	149.95
2020-10-21T10:38:06.540325+09:00	8	149.95
2020-10-21T10:38:06.540350+09:00	8	149.95
2020-10-21T10:38:06.540375+09:00	8	149.95
2020-10-21T10:38:06.540400+09:00	8	149.95
2020-10-21T10:38:06.540425+09:00	8	149.95
2020-10-21T10:38:06.540450+09:00	8	149.95
2020-10-21T10:38:06.540475+09:00	8	149.95
2020-10-21T10:38:06.540500+09:00	8	149.95
2020-10-21T10:38:06.540525+09:00	8	149.95
2020-10-21T10:38:06.540550+09:00	8	149.95
2020-10-21T10:38:06.540575+09:00	8	149.95
2020-10-21T10:38:06.540600+09:00	8	149.95
2020-10-21T10:38:06.540625+09:00	8	149.95
2020-10-21T10:38:06.540650+09:00	8	149.95
2020-10-21T10:38:06.540675+09:00	8	149.95
2020-10-21T10:38:06.540700+09:00	8	149.95
2020-10-21T10:38:06.540725+09:00	8	149.95
2020-10-21T10:38:06.540750+09:00	8	149.95
2020-10-21T10:38:06.540775+09:00	8	149.95
2020-10-21T10:38:06.540800+09:00	8	149.95
2020-10-21T10:38:06.540825+09:00	8	149.95
2020-10-21T10:38:06.540850+09:00	8	149.95
2020-10-21T10:38:06.540875+09:00	8	149.95
2020-10-21T10:38:06.540900+09:00	8	149.95
2020-10-21T10:38:06.540925+09:00	8	149.95
2020-10-21T10:38:06.540950+09:00	8	149.95
2020-10-21T10:38:06.540975+09:00	8	149.95
2020-10-21T10:38:06.541000+09:00	8	149.95
2020-10-21T10:38:06.541025+09:00	8	149.95
2020-10-21T10:38:06.541050+09:00	8	149.95
2020-10-21T10:38:06.541075+09:00	8	149.95
2020-10-21T10:38:06.541100+09:00	8	149.95
2020-10-21T10:38:06.541125+09:00	8	149.95
2020-10-21T10:38:06.541150+09:00	8	149.95
2020-10-21T10:38:06.541175+09:00	8	149.95
2020-10-21T10:38:06.541200+09:00	8	149.95
2020-10-21T10:38:06.541225+09:00	8	149.95
2020-10-21T10:38:06.541250+09:00	8	149.95
2020-10-21T10:38:06.541275+09:00	8	149.95
2020-10-21T10:38:06.541300+09:00	8	149.95
2020-10-21T10:38:06.541325+09:00	8	149.95
2020-10-21T10:38:06.541350+09:00	8	149.95
2020-10-21T10:38:06.541375+09:00	8	149.95
2020-10-21T10:38:06.541400+09:00	8	149.95
2020-10-21T10:38:06.541425+09:00	8	149.95
2020-10-21T10:38:06.541450+09:00	8	149.95
2020-10-21T10:38:06.541475+09:00	8	149.95
2020-10-21T10:38:06.541500+09:00	8	149.95
2020-10-21T10:38:06.541525+09:00	8	149.95
2020-10-21T10:38:06.541550+09:00	8	149.95
2020-10-21T10:38:06.541575+09:00	8	149.95
2020-10-21T10:38:06.541600+09:00	8	149.95
2020-10-21T10:38:06.541625+09:00	8	149.95
2020-10-21T10:38:06.541650+09:00	8	149.95
2020-10-21T10:38:06.541675+09:00	8	149.95
